PWS_ID,PLANT_LAT_DECIMAL,PLANT_LONG_DECIMAL
1374042,30.45,-84.46666666666667
1374049,30.55,-84.35
1374053,30.466666666666665,-84.16666666666667
1374054,30.483333333333334,-84.13333333333334
1374056,30.416666666666668,-84.56666666666666
1374061,30.4,-84.18333333333334
1374066,30.466666666666665,-84.4
1374072,30.416666666666668,-84.51666666666667
1374079,30.433333333333334,-84.5
1374080,30.383333333333333,-84.6
1374085,30.516666666666666,-84.01666666666667
1390087,30.4,-84.98333333333333
1390651,30.5,-84.96666666666667
1390901,30.383333333333333,-84.78333333333333
1394001,30.45,-84.85
1394002,30.383333333333333,-84.68333333333334
1394003,30.016666666666666,-84.98333333333333
1394004,30.383333333333333,-84.65
1394005,30.333333333333332,-84.98333333333333
1394006,30.3,-85.03333333333333
1394007,30.333333333333332,-84.98333333333333
1394009,30.366666666666667,-84.96666666666667
1460035,30.8,-86.48333333333333
1460043,30.833333333333332,-86.66666666666667
1460144,30.416666666666668,-86.6
1460147,30.516666666666666,-86.48333333333333
1460149,30.5,-86.5
1460182,30.75,-86.56666666666666
1460202,30.383333333333333,-86.45
1460352,30.7,-86.73333333333333
1460364,30.933333333333334,-86.75
1460391,30.883333333333333,-86.63333333333334
1460416,30.966666666666665,-86.45
1460455,30.4,-86.65
1460472,30.75,-86.65
1460506,30.433333333333334,-86.6
1460775,30.466666666666665,-86.4
1460914,30.733333333333334,-86.71666666666667
1464034,30.683333333333334,-86.51666666666667
1464042,30.883333333333333,-86.63333333333334
1464043,30.933333333333334,-86.75
1464044,30.733333333333334,-86.61666666666666
1464050,30.433333333333334,-86.58333333333333
1570042,30.583333333333332,-87.03333333333333
1570060,30.85,-86.83333333333333
1570064,30.966666666666665,-87.03333333333333
1570074,30.85,-86.86666666666666
1570140,30.716666666666665,-87.18333333333334
1570146,30.616666666666667,-87.03333333333333
1570206,30.933333333333334,-86.83333333333333
1570232,30.616666666666667,-86.96666666666667
1570316,30.35,-87.15
1570349,30.416666666666668,-86.85
1570357,30.833333333333332,-86.96666666666667
1570384,30.933333333333334,-87.15
1570470,30.4,-86.86666666666666
1570479,30.916666666666668,-87.15
1570540,30.716666666666665,-87.06666666666666
1570671,30.6,-87.15
1570874,30.366666666666667,-86.85
1650495,30.183333333333334,-84.16666666666667
1650508,30.183333333333334,-84.21666666666667
1650514,30.016666666666666,-84.4
1650612,30.05,-84.48333333333333
1650778,30.183333333333334,-84.26666666666667
1650785,30.1,-84.31666666666666
1650788,30.183333333333334,-84.16666666666667
1650791,30.25,-84.21666666666667
1650792,30.266666666666666,-84.35
1660018,30.716666666666665,-86.2
1660019,30.466666666666665,-85.95
1660028,30.716666666666665,-86.05
1660196,30.716666666666665,-86.11666666666666
1660290,30.483333333333334,-86.13333333333334
1660370,30.266666666666666,-86.0
1660407,30.466666666666665,-86.33333333333333
1660524,30.966666666666665,-86.3
1660615,30.366666666666667,-86.35
1660803,30.75,-86.3
1664063,30.766666666666666,-86.16666666666667
1670119,30.783333333333335,-85.8
1670135,30.75,-85.51666666666667
1670257,30.716666666666665,-85.51666666666667
1670531,30.416666666666668,-85.86666666666666
1670647,30.533333333333335,-85.58333333333333
1670710,30.616666666666667,-85.7
1670719,30.433333333333334,-85.86666666666666
1670721,30.633333333333333,-85.58333333333333
1670724,30.5,-85.65
1670726,30.566666666666666,-85.8
1670727,30.433333333333334,-85.86666666666666
1670729,30.433333333333334,-85.86666666666666
1670731,30.683333333333334,-85.68333333333334
1670733,30.516666666666666,-85.65
2010017,29.783333333333335,-82.48333333333333
2010041,29.6,-82.4
2010042,29.583333333333332,-82.41666666666667
2010199,29.533333333333335,-82.51666666666667
2010201,29.8,-82.56666666666666
2010207,29.633333333333333,-82.61666666666666
2010212,29.783333333333335,-82.16666666666667
2010264,29.483333333333334,-82.28333333333333
2010377,29.866666666666667,-82.53333333333333
2010591,29.5,-82.1
2010612,29.633333333333333,-82.28333333333333
2010622,29.833333333333332,-82.58333333333333
2010625,29.766666666666666,-82.11666666666666
2010642,29.533333333333335,-82.3
2010749,29.5,-82.28333333333333
2010802,29.616666666666667,-82.25
2010837,29.866666666666667,-82.53333333333333
2010878,29.516666666666666,-82.28333333333333
2010934,29.466666666666665,-82.15
2010946,29.7,-82.3
2011006,29.8,-82.51666666666667
2011118,29.483333333333334,-82.28333333333333
2011251,29.6,-82.4
2011286,29.483333333333334,-82.15
2011357,29.816666666666666,-82.15
2011360,29.816666666666666,-82.5
2014159,29.716666666666665,-82.21666666666667
2014161,29.6,-82.46666666666667
2014164,29.716666666666665,-82.41666666666667
2014166,29.816666666666666,-82.65
2014172,29.65,-82.55
2014175,29.483333333333334,-82.28333333333333
2014177,29.483333333333334,-82.28333333333333
2014180,29.666666666666668,-82.23333333333333
2014196,29.483333333333334,-82.16666666666667
2014200,29.566666666666666,-82.46666666666667
2014202,29.833333333333332,-82.4
2014203,29.8,-82.45
2020204,30.283333333333335,-82.11666666666666
2020361,30.2,-82.38333333333334
2020532,30.25,-82.4
2020815,30.233333333333334,-82.11666666666666
2021187,30.283333333333335,-82.06666666666666
2021272,30.25,-82.25
2021356,30.2,-82.36666666666666
2024880,30.2,-82.43333333333334
2024884,30.433333333333334,-82.28333333333333
2024891,30.233333333333334,-82.3
2024894,30.25,-82.25
2040113,29.883333333333333,-82.33333333333333
2040159,29.816666666666666,-82.03333333333333
2040211,29.933333333333334,-82.1
2040372,30.05,-82.18333333333334
2040456,29.85,-82.13333333333334
2040648,30.033333333333335,-82.06666666666666
2040793,29.866666666666667,-82.11666666666666
2040843,29.983333333333334,-82.11666666666666
2040952,29.783333333333335,-82.03333333333333
2041320,29.75,-82.03333333333333
2041418,29.916666666666668,-82.1
2041420,30.033333333333335,-82.15
2041424,29.95,-82.16666666666667
2041425,29.85,-82.15
2041431,29.766666666666666,-82.05
2041433,29.766666666666666,-82.05
2041437,29.833333333333332,-82.05
2041440,29.816666666666666,-82.05
2041443,29.833333333333332,-82.05
2041444,29.9,-82.13333333333334
2041445,30.05,-82.15
2041446,29.75,-82.05
2100150,29.966666666666665,-81.96666666666667
2100151,30.033333333333335,-81.7
2100152,29.833333333333332,-82.03333333333333
2100153,30.15,-81.71666666666667
2100156,29.8,-82.01666666666667
2100418,30.15,-82.01666666666667
2100426,29.833333333333332,-81.95
2100437,30.0,-81.68333333333334
2100610,29.766666666666666,-82.03333333333333
2100626,30.033333333333335,-81.8
2100636,29.766666666666666,-82.0
2100709,30.0,-81.68333333333334
2100741,30.166666666666668,-81.73333333333333
2100845,30.05,-81.88333333333334
2100882,29.966666666666665,-81.8
2101019,29.966666666666665,-81.8
2101182,30.166666666666668,-81.7
2101201,30.1,-81.95
2101266,30.1,-81.73333333333333
2104159,29.966666666666665,-81.73333333333333
2104332,30.05,-81.85
2104333,30.133333333333333,-82.0
2104342,30.066666666666666,-81.91666666666667
2104351,29.966666666666665,-81.75
2104353,30.05,-81.9
2104354,30.1,-81.76666666666667
2104358,30.1,-81.85
2104362,29.75,-82.0
2104363,30.033333333333335,-81.88333333333334
2104364,29.816666666666666,-81.98333333333333
2104368,30.05,-81.86666666666666
2104373,30.1,-81.81666666666666
2104374,29.783333333333335,-81.93333333333334
2104388,30.083333333333332,-81.93333333333334
2104389,30.066666666666666,-81.93333333333334
2104390,30.016666666666666,-81.7
2104391,30.116666666666667,-81.7
2104394,30.05,-81.86666666666666
2104398,29.966666666666665,-82.0
2104400,30.1,-81.95
2104402,29.9,-82.01666666666667
2104404,30.066666666666666,-81.85
2104405,30.133333333333333,-81.7
2104409,30.05,-81.9
2104412,29.8,-81.91666666666667
2104413,29.816666666666666,-81.96666666666667
2104414,30.066666666666666,-81.85
2104416,30.05,-81.88333333333334
2104417,30.066666666666666,-81.85
2104420,30.083333333333332,-81.85
2104422,30.05,-81.86666666666666
2104423,29.883333333333333,-81.61666666666666
2104428,30.0,-81.68333333333334
2104429,30.05,-81.86666666666666
2104430,29.966666666666665,-81.63333333333334
2104432,30.033333333333335,-81.7
2120043,30.116666666666667,-82.65
2120047,30.116666666666667,-82.63333333333334
2120224,30.183333333333334,-82.55
2120494,30.15,-82.6
2120539,29.95,-82.76666666666667
2120618,30.25,-82.63333333333334
2120630,30.166666666666668,-82.55
2120784,30.1,-82.65
2120842,29.9,-82.56666666666666
2120871,30.15,-82.56666666666666
2120907,30.316666666666666,-82.75
2120921,30.166666666666668,-82.66666666666667
2120931,30.116666666666667,-82.65
2121023,30.116666666666667,-82.71666666666667
2121366,30.283333333333335,-82.7
2124284,30.15,-82.71666666666667
2124285,30.133333333333333,-82.65
2124286,30.116666666666667,-82.61666666666666
2124287,30.2,-82.71666666666667
2124289,29.85,-82.6
2124291,30.266666666666666,-82.78333333333333
2124292,30.2,-82.78333333333333
2124294,29.983333333333334,-82.75
2124295,30.116666666666667,-82.61666666666666
2124302,30.116666666666667,-82.61666666666666
2124308,30.2,-82.78333333333333
2124313,30.15,-82.68333333333334
2124327,30.183333333333334,-82.6
2124338,30.133333333333333,-82.63333333333334
2124343,30.1,-82.65
2124347,30.05,-82.6
2124348,30.066666666666666,-82.68333333333334
2124357,30.133333333333333,-82.63333333333334
2124358,30.133333333333333,-82.63333333333334
2124363,30.066666666666666,-82.68333333333334
2124367,30.316666666666666,-82.71666666666667
2124370,30.183333333333334,-82.73333333333333
2124372,30.1,-82.58333333333333
2124375,30.133333333333333,-82.61666666666666
2124376,30.35,-82.61666666666666
2124387,30.116666666666667,-82.71666666666667
2124388,30.05,-82.78333333333333
2124389,30.233333333333334,-82.63333333333334
2124390,30.183333333333334,-82.75
2124392,30.066666666666666,-82.66666666666667
2124393,30.116666666666667,-82.65
2124394,30.133333333333333,-82.63333333333334
2124398,30.316666666666666,-82.71666666666667
2124399,29.916666666666668,-82.7
2124400,30.066666666666666,-82.68333333333334
2150243,29.633333333333333,-83.11666666666666
2150512,29.45,-83.26666666666667
2150840,29.583333333333332,-82.96666666666667
2151026,29.6,-83.08333333333333
2151140,29.35,-83.1
2151410,29.583333333333332,-82.93333333333334
2151412,29.45,-83.0
2160046,30.383333333333333,-81.45
2160053,30.3,-81.96666666666667
2160115,30.233333333333334,-81.71666666666667
2160174,30.45,-81.63333333333334
2160190,30.283333333333335,-81.6
2160200,30.333333333333332,-81.4
2160206,30.3,-81.4
2160254,30.25,-81.56666666666666
2160375,30.266666666666666,-81.96666666666667
2160390,30.3,-81.83333333333333
2160563,30.283333333333335,-81.38333333333334
2160568,30.35,-81.6
2160571,30.533333333333335,-81.71666666666667
2160597,30.133333333333333,-81.61666666666666
2160601,30.216666666666665,-81.7
2160654,30.4,-81.75
2160713,30.4,-81.73333333333333
2160735,30.383333333333333,-81.41666666666667
2160811,30.266666666666666,-81.76666666666667
2160824,30.433333333333334,-81.63333333333334
2160981,30.183333333333334,-81.68333333333334
2161276,30.35,-81.41666666666667
2161328,30.3,-81.65
2161337,30.183333333333334,-81.7
2164196,30.466666666666665,-81.61666666666666
2164240,30.383333333333333,-81.45
2164257,30.383333333333333,-81.45
2164263,30.233333333333334,-81.86666666666666
2164266,30.383333333333333,-81.43333333333334
2164279,30.266666666666666,-81.83333333333333
2164298,30.383333333333333,-81.66666666666667
2164321,30.4,-81.5
2164348,30.4,-81.7
2164352,30.2,-82.0
2164386,30.233333333333334,-81.73333333333333
2164387,30.3,-81.76666666666667
2164398,30.25,-81.85
2164400,30.166666666666668,-81.63333333333334
2164401,30.466666666666665,-81.78333333333333
2164412,30.25,-81.85
2164413,30.4,-81.73333333333333
2164417,30.183333333333334,-82.01666666666667
2164431,30.45,-81.58333333333333
2164434,30.383333333333333,-81.43333333333334
2164438,30.533333333333335,-81.71666666666667
2164439,30.4,-81.4
2164441,30.433333333333334,-81.6
2164448,30.45,-81.76666666666667
2164467,30.383333333333333,-81.5
2164487,30.55,-81.71666666666667
2164494,30.25,-81.86666666666666
2164497,30.4,-81.73333333333333
2164516,30.366666666666667,-81.68333333333334
2164517,30.433333333333334,-81.73333333333333
2164522,30.216666666666665,-82.03333333333333
2164524,30.3,-81.86666666666666
2164526,30.433333333333334,-81.61666666666666
2164533,30.233333333333334,-81.78333333333333
2164548,30.333333333333332,-81.8
2164562,30.316666666666666,-81.78333333333333
2164566,30.383333333333333,-81.43333333333334
2164574,30.416666666666668,-81.51666666666667
2164575,30.333333333333332,-81.8
2164584,30.466666666666665,-81.58333333333333
2164588,30.25,-81.56666666666666
2164592,30.383333333333333,-81.45
2164602,30.383333333333333,-81.75
2164604,30.233333333333334,-81.43333333333334
2164610,30.4,-81.41666666666667
2164618,30.2,-82.0
2164620,30.333333333333332,-81.75
2164623,30.316666666666666,-81.86666666666666
2164624,30.133333333333333,-81.61666666666666
2180132,29.433333333333334,-81.15
2180133,29.433333333333334,-81.13333333333334
2180134,29.466666666666665,-81.23333333333333
2180729,29.466666666666665,-81.23333333333333
2180863,29.55,-81.23333333333333
2181288,29.4,-81.15
2184250,29.416666666666668,-81.43333333333334
2184251,29.4,-81.16666666666667
2184255,29.383333333333333,-81.18333333333334
2184257,29.45,-81.36666666666666
2184261,29.4,-81.15
2210072,29.75,-82.85
2210095,29.816666666666666,-82.68333333333334
2210419,29.833333333333332,-82.7
2210475,29.666666666666668,-82.93333333333334
2210647,29.6,-82.85
2210855,29.633333333333333,-82.93333333333334
2211188,29.6,-82.81666666666666
2214180,29.633333333333333,-82.68333333333334
2214182,29.75,-82.85
2214184,29.75,-82.85
2214185,29.75,-82.85
2214186,29.883333333333333,-82.85
2214188,29.75,-82.85
2214189,29.75,-82.85
2214190,29.6,-82.9
2214191,29.616666666666667,-82.9
2214192,29.633333333333333,-82.66666666666667
2214193,29.6,-82.83333333333333
2240443,30.516666666666666,-82.98333333333333
2240570,30.516666666666666,-82.93333333333334
2240579,30.6,-83.08333333333333
2240826,30.433333333333334,-82.78333333333333
2240827,30.433333333333334,-82.85
2240828,30.4,-82.76666666666667
2240830,30.433333333333334,-82.76666666666667
2244129,30.433333333333334,-82.85
2244143,30.566666666666666,-83.06666666666666
2331182,30.466666666666665,-83.75
2331184,30.433333333333334,-83.71666666666667
2331185,30.5,-83.8
2341181,30.05,-83.16666666666667
2341182,30.116666666666667,-83.3
2380178,29.166666666666668,-83.01666666666667
2380188,29.483333333333334,-82.93333333333334
2380189,29.466666666666665,-82.85
2380854,29.316666666666666,-82.76666666666667
2381208,29.483333333333334,-82.58333333333333
2381383,29.483333333333334,-82.96666666666667
2381409,29.483333333333334,-82.95
2381410,29.466666666666665,-82.73333333333333
2381411,29.566666666666666,-82.9
2381414,29.333333333333332,-82.63333333333334
2381415,29.216666666666665,-82.96666666666667
2381419,29.216666666666665,-82.96666666666667
2381423,29.483333333333334,-82.9
2381435,29.566666666666666,-82.76666666666667
2381436,29.466666666666665,-82.6
2381438,29.016666666666666,-82.61666666666666
2400185,30.583333333333332,-83.41666666666667
2400205,30.466666666666665,-83.4
2400362,30.483333333333334,-83.61666666666666
2400440,30.466666666666665,-83.63333333333334
2400706,30.35,-83.23333333333333
2400899,30.583333333333332,-83.35
2401296,30.416666666666668,-83.28333333333333
2401297,30.433333333333334,-83.45
2450022,30.566666666666666,-81.45
2450122,30.383333333333333,-81.93333333333334
2450145,30.55,-81.86666666666666
2450146,30.55,-81.81666666666666
2450364,30.666666666666668,-81.45
2450431,30.633333333333333,-81.61666666666666
2450789,30.616666666666667,-81.51666666666667
2450923,30.566666666666666,-81.83333333333333
2451002,30.583333333333332,-81.45
2451147,30.6,-81.58333333333333
2451179,30.683333333333334,-81.91666666666667
2451245,30.683333333333334,-81.66666666666667
2451289,30.633333333333333,-81.6
2451322,30.616666666666667,-81.46666666666667
2454138,30.766666666666666,-81.96666666666667
2454285,30.633333333333333,-81.6
2454294,30.733333333333334,-81.95
2454295,30.616666666666667,-81.48333333333333
2454296,30.483333333333334,-81.88333333333334
2454298,30.716666666666665,-81.66666666666667
2454300,30.616666666666667,-81.58333333333333
2454305,30.5,-81.78333333333333
2454309,30.533333333333335,-81.76666666666667
2454319,30.616666666666667,-81.46666666666667
2454322,30.616666666666667,-81.46666666666667
2454329,30.583333333333332,-81.58333333333333
2454330,30.566666666666666,-81.51666666666667
2454331,30.7,-81.66666666666667
2454332,30.633333333333333,-81.86666666666666
2454338,30.616666666666667,-81.56666666666666
2454341,30.6,-81.58333333333333
2454343,30.75,-81.73333333333333
2454347,30.566666666666666,-81.43333333333334
2454349,30.666666666666668,-81.9
2454350,30.633333333333333,-81.6
2454354,30.616666666666667,-81.48333333333333
2454356,30.683333333333334,-81.9
2540050,29.65,-81.98333333333333
2540058,29.383333333333333,-81.5
2540070,29.466666666666665,-81.66666666666667
2540238,29.45,-81.51666666666667
2540239,29.416666666666668,-81.5
2540270,29.65,-81.65
2540482,29.566666666666666,-81.66666666666667
2540521,29.666666666666668,-81.66666666666667
2540545,29.633333333333333,-81.83333333333333
2540631,29.466666666666665,-81.56666666666666
2540641,29.7,-82.0
2540865,29.666666666666668,-81.61666666666666
2540905,29.483333333333334,-81.58333333333333
2540911,29.683333333333334,-81.55
2540959,29.633333333333333,-81.6
2540964,29.416666666666668,-81.63333333333334
2540974,29.533333333333335,-81.7
2541008,29.516666666666666,-81.66666666666667
2541180,29.616666666666667,-81.88333333333334
2541200,29.566666666666666,-81.66666666666667
2541242,29.516666666666666,-81.66666666666667
2541280,29.383333333333333,-81.65
2541450,29.733333333333334,-81.63333333333334
2544008,29.616666666666667,-81.93333333333334
2544255,29.7,-82.03333333333333
2544257,29.433333333333334,-81.53333333333333
2544258,29.616666666666667,-81.7
2544260,29.65,-81.66666666666667
2544266,29.566666666666666,-81.66666666666667
2544274,29.6,-81.9
2544275,29.616666666666667,-82.01666666666667
2544278,29.6,-82.0
2544281,29.633333333333333,-81.66666666666667
2544282,29.5,-81.96666666666667
2544283,29.65,-81.66666666666667
2544285,29.383333333333333,-81.63333333333334
2544287,29.616666666666667,-81.8
2544288,29.616666666666667,-81.65
2544295,29.566666666666666,-81.58333333333333
2544298,29.616666666666667,-81.88333333333334
2544301,29.533333333333335,-81.68333333333334
2544309,29.733333333333334,-81.95
2544310,29.616666666666667,-81.66666666666667
2544313,29.366666666666667,-81.61666666666666
2544321,29.4,-81.5
2544333,29.616666666666667,-81.7
2544334,29.6,-82.01666666666667
2544336,29.716666666666665,-81.86666666666666
2544339,29.633333333333333,-81.7
2544340,29.583333333333332,-81.96666666666667
2544344,29.75,-81.73333333333333
2544359,29.583333333333332,-81.6
2544362,29.766666666666666,-81.63333333333334
2544369,29.416666666666668,-81.63333333333334
2544370,29.7,-81.65
2544371,29.466666666666665,-81.53333333333333
2544390,29.616666666666667,-81.83333333333333
2544392,29.466666666666665,-81.63333333333334
2544404,29.616666666666667,-81.83333333333333
2544413,29.5,-81.6
2544416,29.616666666666667,-82.01666666666667
2544419,29.616666666666667,-81.68333333333334
2544420,29.716666666666665,-81.86666666666666
2544425,29.4,-81.65
2544427,29.4,-81.63333333333334
2544430,29.5,-81.66666666666667
2544432,29.7,-81.65
2544434,29.633333333333333,-81.86666666666666
2544435,29.5,-81.8
2544444,29.65,-81.6
2544447,29.55,-81.98333333333333
2544448,29.616666666666667,-81.83333333333333
2544450,29.383333333333333,-81.63333333333334
2544454,29.6,-81.96666666666667
2550210,29.883333333333333,-81.31666666666666
2550250,30.1,-81.63333333333334
2550332,29.666666666666668,-81.25
2550476,29.7,-81.5
2550812,29.933333333333334,-81.3
2550880,29.65,-81.28333333333333
2550908,30.233333333333334,-81.38333333333334
2551004,30.183333333333334,-81.36666666666666
2551370,29.816666666666666,-81.35
2551398,29.65,-81.28333333333333
2551459,29.816666666666666,-81.31666666666666
2554166,29.916666666666668,-81.3
2554332,29.916666666666668,-81.35
2554334,29.966666666666665,-81.3
2554337,29.9,-81.28333333333333
2554342,30.083333333333332,-81.63333333333334
2554343,30.233333333333334,-81.4
2554344,30.083333333333332,-81.63333333333334
2554357,29.95,-81.53333333333333
2554362,30.083333333333332,-81.63333333333334
2554366,29.966666666666665,-81.5
2554372,30.05,-81.56666666666666
2554382,30.066666666666666,-81.63333333333334
2554385,30.0,-81.6
2554393,30.0,-81.6
2554399,29.933333333333334,-81.55
2554400,29.95,-81.53333333333333
2554417,30.083333333333332,-81.63333333333334
2554419,29.716666666666665,-81.46666666666667
2554425,29.716666666666665,-81.46666666666667
2554427,29.783333333333335,-81.48333333333333
2554442,30.083333333333332,-81.63333333333334
2554443,29.9,-81.3
2554451,29.833333333333332,-81.33333333333333
2554463,30.066666666666666,-81.63333333333334
2554469,29.766666666666666,-81.41666666666667
2554471,29.966666666666665,-81.48333333333333
2610012,30.25,-83.23333333333333
2610109,29.966666666666665,-82.91666666666667
2610370,30.416666666666668,-83.01666666666667
2610428,30.366666666666667,-83.15
2610541,29.983333333333334,-82.75
2610779,30.3,-83.01666666666667
2611003,29.9,-82.85
2611131,30.25,-82.9
2611239,30.3,-83.0
2611246,30.233333333333334,-82.81666666666666
2611406,30.383333333333333,-82.93333333333334
2614178,30.233333333333334,-82.9
2614214,30.316666666666666,-82.95
2614217,30.183333333333334,-82.98333333333333
2614218,30.116666666666667,-83.16666666666667
2614222,30.316666666666666,-82.96666666666667
2614228,29.983333333333334,-82.85
2614229,30.25,-82.9
2614230,29.95,-82.78333333333333
2614231,30.033333333333335,-82.8
2614233,30.133333333333333,-82.95
2614235,30.033333333333335,-82.93333333333334
2614236,30.233333333333334,-83.03333333333333
2614237,30.166666666666668,-83.13333333333334
2614238,30.3,-83.01666666666667
2614239,30.383333333333333,-82.93333333333334
2614242,30.233333333333334,-83.23333333333333
2614245,30.1,-83.05
2614248,29.95,-82.85
2614250,30.266666666666666,-82.98333333333333
2620208,30.116666666666667,-83.58333333333333
2621102,29.666666666666668,-83.36666666666666
2624164,30.2,-83.65
2624165,29.85,-83.58333333333333
2624166,29.766666666666666,-83.31666666666666
2624167,30.05,-83.9
2624170,30.05,-83.55
2624173,29.966666666666665,-83.65
2624174,30.283333333333335,-83.61666666666666
2624175,30.15,-83.58333333333333
2630202,30.016666666666666,-82.33333333333333
2634212,30.0,-82.3
2634215,30.05,-82.23333333333333
2634219,29.933333333333334,-82.41666666666667
2634220,30.016666666666666,-82.31666666666666
2634222,29.983333333333334,-82.35
