,PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
35436,6270851,SWD,IMPERIAL ESTATES MHP,302400.0,1,ACTIVE,202301,12.0,10.0
35437,6270851,SWD,IMPERIAL ESTATES MHP,302400.0,1,ACTIVE,202303,14.0,12.0
35438,6270851,SWD,IMPERIAL ESTATES MHP,302400.0,1,ACTIVE,202304,12.0,10.0
35439,6270851,SWD,IMPERIAL ESTATES MHP,302400.0,1,ACTIVE,202309,14.0,11.0
35440,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202301,6000.0,2968.0
35441,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202302,10500.0,7143.0
35442,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202303,14500.0,6806.0
35443,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202304,8667.0,5333.0
35444,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202305,11333.0,6097.0
35445,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202306,14000.0,8233.0
35446,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202307,11000.0,6161.0
35447,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202308,15000.0,4839.0
35448,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202309,10000.0,5200.0
35449,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202310,9500.0,5903.0
35450,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202311,9667.0,6033.0
35451,6271011,SWD,LAKEWOOD RETREAT,86000.0,1,ACTIVE,202312,11500.0,6355.0
35452,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202304,108.0,66.0
35453,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202305,284.0,167.0
35454,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202306,364.0,316.0
35455,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202307,340.0,242.0
35456,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202308,391.0,335.0
35457,6271155,SWD,MASARYKTOWN COMMUNITY CENTER,1.0,1,ACTIVE,202309,499.0,207.0
35458,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202301,10000.0,4161.0
35459,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202302,10000.0,5571.0
35460,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202303,12000.0,6834.0
35461,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202304,8000.0,5500.0
35462,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202305,12000.0,8678.0
35463,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202306,5500.0,4033.0
35464,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202307,7500.0,5838.0
35465,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202308,8000.0,6226.0
35466,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202309,10500.0,7533.0
35467,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202310,13000.0,9709.0
35468,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202311,10500.0,4633.0
35469,6271171,SWD,FRONTIER CAMPGROUND,72000.0,1,ACTIVE,202312,5333.0,4580.0
35470,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202302,10000.0,7893.0
35471,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202303,12333.0,9870.0
35472,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202304,10000.0,7467.0
35473,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202305,9500.0,7322.0
35474,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202306,5500.0,5000.0
35475,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202307,13500.0,11806.0
35476,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202308,7500.0,5387.0
35477,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202309,40000.0,4833.0
35478,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202310,6000.0,5065.0
35479,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202311,12000.0,7567.0
35480,6271171,SWD,FRONTIER CAMPGROUND,72000.0,2,ACTIVE,202312,12000.0,10871.0
35481,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202301,12000.0,8000.0
35482,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202302,13000.0,9000.0
35483,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202303,12000.0,9000.0
35484,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202304,14000.0,9000.0
35485,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202305,17000.0,7000.0
35486,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202306,8000.0,5000.0
35487,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202307,12000.0,6000.0
35488,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202308,9000.0,5000.0
35489,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202309,8000.0,5000.0
35490,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202310,10000.0,6000.0
35491,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202311,10000.0,7000.0
35492,6271505,SWD,RIDGE MANOR CAMPGROUND,1.0,1,ACTIVE,202312,8000.0,7000.0
35493,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202302,3500.0,542.0
35494,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202303,3900.0,464.0
35495,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202304,3600.0,467.0
35496,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202306,3300.0,519.0
35497,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202307,3300.0,445.0
35498,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202309,2500.0,419.0
35499,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202311,7400.0,756.0
35500,6271520,SWD,RIVERSIDE RESTAURANT,1.0,1,ACTIVE,202312,7600.0,1000.0
35501,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202301,26000.0,14710.0
35502,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202302,24000.0,13107.0
35503,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202303,33000.0,22129.0
35504,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202304,36000.0,22667.0
35505,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202305,47000.0,22548.0
35506,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202306,32000.0,17000.0
35507,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202307,36000.0,18645.0
35508,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202308,31000.0,17516.0
35509,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202309,30000.0,17667.0
35510,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202310,32000.0,20000.0
35511,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202311,29000.0,21567.0
35512,6271553,SWD,ROYAL OAKS,150000.0,1,ACTIVE,202312,25000.0,18323.0
35513,6271577,SWD,H,1.0,1,ACTIVE,202301,2433.0,565.0
35514,6271577,SWD,H,1.0,1,ACTIVE,202302,467.0,177.0
35515,6271577,SWD,H,1.0,1,ACTIVE,202303,360.0,223.0
35516,6271577,SWD,H,1.0,1,ACTIVE,202304,325.0,231.0
35517,6271577,SWD,H,1.0,1,ACTIVE,202305,650.0,337.0
35518,6271577,SWD,H,1.0,1,ACTIVE,202306,3150.0,1071.0
35519,6271577,SWD,H,1.0,1,ACTIVE,202307,3450.0,1592.0
35520,6271577,SWD,H,1.0,1,ACTIVE,202308,4200.0,1365.0
35521,6271577,SWD,H,1.0,1,ACTIVE,202309,650.0,253.0
35522,6271577,SWD,H,1.0,1,ACTIVE,202310,1200.0,383.0
35523,6271577,SWD,H,1.0,1,ACTIVE,202311,650.0,258.0
35524,6271577,SWD,H,1.0,1,ACTIVE,202312,650.0,215.0
35525,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202301,71000.0,54226.0
35526,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202302,63500.0,56750.0
35527,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202303,81000.0,70968.0
35528,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202304,91000.0,73533.0
35529,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202305,81000.0,74903.0
35530,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202306,82333.0,71900.0
35531,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202307,84500.0,69838.0
35532,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202308,211000.0,105500.0
35533,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202309,96500.0,77267.0
35534,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202310,85000.0,76709.0
35535,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202311,84000.0,74067.0
35536,6271934,SWD,WEEKI WACHEE NORTH TP,278000.0,1,ACTIVE,202312,76500.0,69742.0
35537,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202302,18000.0,16643.0
35538,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202303,32000.0,26419.0
35539,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202304,50000.0,33333.0
35540,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202305,30000.0,17710.0
35541,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202306,28000.0,24300.0
35542,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202307,45000.0,34452.0
35543,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202309,9000.0,6467.0
35544,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202310,1000.0,839.0
35545,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,1,ACTIVE,202311,11000.0,4767.0
35546,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202302,27000.0,22214.0
35547,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202303,34000.0,30968.0
35548,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202304,35000.0,31733.0
35549,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202305,36000.0,32516.0
35550,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202306,39000.0,31633.0
35551,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202307,33000.0,27677.0
35552,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202309,30000.0,21567.0
35553,6271935,SWD,WEEKI WACHEE SPRINGS ATTR,849000.0,2,ACTIVE,202311,20000.0,14233.0
35554,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202305,1.0,1.0
35555,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202307,1.0,1.0
35556,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202308,1.0,1.0
35557,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202309,1.0,1.0
35558,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202311,1.0,1.0
35559,6271942,SWD,WESLEYAN VILLAGE,0.0,1,ACTIVE,202312,0.0,0.0
35560,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202301,5472.0,3739.0
35561,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202302,6880.0,3969.0
35562,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202304,4560.0,2424.0
35563,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202305,4320.0,1300.0
35564,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202307,11931.0,3358.0
35565,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202308,1920.0,964.0
35566,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202309,3840.0,1604.0
35567,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202310,5760.0,3325.0
35568,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202311,6240.0,1814.0
35569,6272001,SWD,WSF-ENVIRON. TRAINING CENTER,20000.0,1,ACTIVE,202312,7200.0,1991.0
35570,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202301,629000.0,467548.0
35571,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202302,767000.0,462742.0
35572,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202303,836000.0,591839.0
35573,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202304,1041000.0,627806.0
35574,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202305,773000.0,564194.0
35575,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202306,712000.0,531806.0
35576,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202307,672000.0,545323.0
35577,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202308,636000.0,559935.0
35578,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202309,627000.0,534742.0
35579,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202310,711000.0,557903.0
35580,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202311,662000.0,545903.0
35581,6272180,SWD,BROOKSVILLE  CITY OF,1476000.0,1,ACTIVE,202312,1302000.0,523710.0
35582,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202301,427000.0,349065.0
35583,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202302,459000.0,351357.0
35584,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202303,368000.0,220222.0
35585,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202304,0.0,0.0
35586,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202305,0.0,0.0
35587,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202306,0.0,0.0
35588,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202307,0.0,0.0
35589,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202308,0.0,0.0
35590,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202309,0.0,0.0
35591,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202310,0.0,0.0
35592,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202311,9312000.0,358154.0
35593,6272180,SWD,BROOKSVILLE  CITY OF,1578000.0,2,ACTIVE,202312,924000.0,415774.0
35594,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202301,944000.0,586581.0
35595,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202302,858000.0,567742.0
35596,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202303,10050000.0,1223323.0
35597,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202304,1318000.0,999774.0
35598,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202305,1349000.0,1023484.0
35599,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202306,1244000.0,952774.0
35600,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202307,1130000.0,880613.0
35601,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202308,10071000.0,890032.0
35602,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202309,1175000.0,847806.0
35603,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202310,1051000.0,885452.0
35604,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202311,927000.0,568806.0
35605,6272180,SWD,BROOKSVILLE  CITY OF,2630000.0,3,ACTIVE,202312,1351000.0,592581.0
35606,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202301,20000.0,18419.0
35607,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202302,25000.0,19821.0
35608,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202303,22000.0,20419.0
35609,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202304,21000.0,18500.0
35610,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202305,23000.0,19806.0
35611,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202306,20000.0,17200.0
35612,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202307,26000.0,20065.0
35613,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202308,23000.0,20323.0
35614,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202309,25000.0,20700.0
35615,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202310,27000.0,23032.0
35616,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202311,27000.0,22700.0
35617,6272213,SWD,HOLIDAY SPRINGS TRAV-L-PARK,100000.0,1,ACTIVE,202312,30000.0,28065.0
35618,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202301,32100.0,27235.0
35619,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202302,41300.0,33293.0
35620,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202306,23700.0,15263.0
35621,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202307,30500.0,17629.0
35622,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202308,33900.0,18355.0
35623,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202309,22400.0,16910.0
35624,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202310,27200.0,19577.0
35625,6272304,SWD,CAMPER'S HOLIDAY,50400.0,1,ACTIVE,202311,38600.0,24445.0
35626,6272431,SWD,CEMEX SOUTH BAGGING FKA FL POWER DEVEL.,1.0,1,ACTIVE,202301,3321.0,3007.0
35627,6272431,SWD,CEMEX SOUTH BAGGING FKA FL POWER DEVEL.,1.0,1,ACTIVE,202302,3822.0,3752.0
35628,6272431,SWD,CEMEX SOUTH BAGGING FKA FL POWER DEVEL.,1.0,1,ACTIVE,202303,4150.0,3829.0
35629,6272589,SWD,AIRPORT FARMER'S AND FLEA MARKET,1.0,1,ACTIVE,202303,1100.0,506.0
35630,6272589,SWD,AIRPORT FARMER'S AND FLEA MARKET,1.0,1,ACTIVE,202305,1400.0,528.0
35631,6272589,SWD,AIRPORT FARMER'S AND FLEA MARKET,1.0,1,ACTIVE,202306,1200.0,580.0
35632,6272589,SWD,AIRPORT FARMER'S AND FLEA MARKET,1.0,1,ACTIVE,202309,3300.0,1082.0
35633,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202301,177.0,136.0
35634,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202302,177.0,141.0
35635,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202303,167.0,143.0
35636,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202304,179.0,148.0
35637,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202305,181.0,149.0
35638,6272605,SWD,"ARC NATURE COAST, THE",1.0,1,ACTIVE,202306,182.0,153.0
35639,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202302,700.0,359.0
35640,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202303,300.0,269.0
35641,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202304,800.0,502.0
35642,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202305,530.0,278.0
35643,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202306,390.0,366.0
35644,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202307,450.0,359.0
35645,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202308,584.0,410.0
35646,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202309,872.0,355.0
35647,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202310,872.0,362.0
35648,6272607,SWD,MONSTER TRANSMISSION,1.0,1,ACTIVE,202312,500.0,380.0
35649,6272609,SWD,CAFE MASARYKTOWN,2000.0,1,ACTIVE,202303,410.0,317.0
35650,6272609,SWD,CAFE MASARYKTOWN,2000.0,1,ACTIVE,202305,450.0,377.0
35651,6272609,SWD,CAFE MASARYKTOWN,2000.0,1,ACTIVE,202306,500.0,382.0
35652,6272609,SWD,CAFE MASARYKTOWN,2000.0,1,ACTIVE,202309,400.0,327.0
35653,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202301,224.0,152.0
35654,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202302,208.0,156.0
35655,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202303,190.0,130.0
35656,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202304,259.0,155.0
35657,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202305,210.0,155.0
35658,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202306,160.0,109.0
35659,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202307,158.0,112.0
35660,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202308,184.0,103.0
35661,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202309,575.0,143.0
35662,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202310,148.0,114.0
35663,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202311,235.0,125.0
35664,6272610,SWD,LOYAL ORDER OF MOOSE 1676,36000.0,1,ACTIVE,202312,154.0,95.0
35665,6274327,SWD,MOTEL 6 SPRING HILL,148000.0,1,ACTIVE,202307,7805.0,7322.0
35666,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202301,10530.0,4842.0
35667,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202302,8730.0,3060.0
35668,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202303,9405.0,5142.0
35669,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202304,8340.0,4959.0
35670,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202305,11070.0,5734.0
35671,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202307,5796.0,2956.0
35672,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202309,5670.0,3665.0
35673,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202311,18630.0,8271.0
35674,6274496,SWD,CHURCH OF GOD PROPHECY CAMP,1.0,1,ACTIVE,202312,15210.0,5659.0
35675,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202301,6275.0,4240.0
35676,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202303,5015.0,3788.0
35677,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202304,6123.0,4619.0
35678,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202305,7056.0,6015.0
35679,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202306,8220.0,5572.0
35680,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202307,8220.0,6211.0
35681,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202309,9608.0,5065.0
35682,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202310,9608.0,6967.0
35683,6274589,SWD,T. H. WHITE,1.0,1,ACTIVE,202311,9295.0,6148.0
35684,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202301,160.0,84.0
35685,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202302,600.0,107.0
35686,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202303,200.0,115.0
35687,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202305,80.0,39.0
35688,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202309,450.0,101.0
35689,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202310,50.0,35.0
35690,6274627,SWD,BOYETT'S GROVE SNACK STAND,1.0,1,ACTIVE,202312,200.0,76.0
35691,6274821,SWD,STORAGE KING USA,1.0,1,ACTIVE,202301,6000.0,2443.0
35692,6274821,SWD,STORAGE KING USA,1.0,1,ACTIVE,202302,200.0,70.0
35693,6274821,SWD,STORAGE KING USA,1.0,1,ACTIVE,202303,1167.0,621.0
35694,6274821,SWD,STORAGE KING USA,1.0,1,ACTIVE,202305,8750.0,3296.0
35695,6274821,SWD,STORAGE KING USA,1.0,1,ACTIVE,202309,8240.0,1925.0
